,name,cost,time,sequence,veh_list
0,MT_HECVRP_C50_RC6_V5_0.json,2.5264626,0.6288373470306396,"[ 7 53 36 39 15 11 16 49  0 38 26 18 27 28 13  5 25 40 42 19 55 56  8  0
 54 17 35 22 37 34 46 51  4 29 50 30 21 14 33  9 23  0  0 45 41 32 44 48
 52 31 43 12 47 20 10 24  0  0  0  0  0]","[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 4 4
 4 4 4 3 4 1 0 0 2 0 2 3 1 1 1 0 2 1 4 4 0 3 2 1]"
1,MT_HECVRP_C50_RC6_V5_1.json,3.0522084,0.324660062789917,"[48 15 54 34  0 38 19 47 44 22 16  0 40 27 45  7 18  5 55 51 12 37 49 36
 43 11 30  1 35 50 26 24 13 31  0  0 41 14 42 10 53  9 28  0 21 46 25  0
 33 56 23 32 29 52  0  8  0 17 39 20  0  0  0]","[0 0 0 0 0 1 1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 3 2
 0 0 1 1 1 1 2 0 4 4 1 3 3 4 2 3 2 0 3 4 2 3 1 2 1 3]"
2,MT_HECVRP_C50_RC6_V5_2.json,2.7778947,0.3229231834411621,"[42 53 47 21 16 55 22  5 41  7 15  8 52 50  0 13 20 40 48 54  4 34 11 24
 56 29 51  0 17 12 46 10 39  9 27  0  0  0 18 36 25 28 35 43 26 32 45 23
 14 38 19  0 33 31 30 49  0 37  0  0  0 44  0]","[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 2
 0 1 1 1 0 0 0 1 3 3 1 3 4 4 0 4 4 4 2 2 3 4 1 3 2 2]"
3,MT_HECVRP_C50_RC6_V5_3.json,2.8374953,0.33439016342163086,"[37 48 34 24 19  0 51 38 28 42 29  0  8 12  7 35 15 52 26 25  2 41 17 21
 23 20 22 33 18  3 39 46 54 55 13  0 31 10 32  2  0  0 16 44 43 30 50 27
 45  9  0 11  0 40 14 53  0 49 56 47  0  0 36  0  0]","[0 0 0 0 0 0 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 4 4 4 2 4
 4 4 4 4 3 1 1 1 0 0 0 1 0 0 2 2 1 0 0 1 4 4 3 3 0 2 2 4]"
4,MT_HECVRP_C50_RC6_V5_4.json,2.8639057,0.32158589363098145,"[31 13 21 35 55  5 45 43 41 46 23 29  0 27 11 34 36 18 47  4 38 51 19 48
 15 25 10  0 26 39 17 16 44 30 37 42 14  4  0  0 56 22 20 40 28 33 24  7
  8 50 32 52  9  0 54 12 53  0  0  0  0 49  0]","[0 0 0 0 0 0 1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4
 4 0 2 4 1 1 0 0 4 1 3 3 0 0 3 0 3 2 2 4 4 0 2 1 3 3]"
5,MT_HECVRP_C50_RC6_V5_5.json,2.6748018,0.3253145217895508,"[11 52  8 23 16  0 51 39 48 14 46 54  2 45 47 44 24 38 34 30  0 25 50 19
  7  9 21 26  0 20 37 17 36 18 22 42  0  0 35 13 49 27 40 56 28 53 12 32
 41 31 55 10  0 15 43  0  0  0 29  0 33  0]","[0 0 0 0 0 0 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4
 1 2 2 2 2 0 0 0 0 1 1 3 3 3 1 0 2 3 3 2 1 4 4 4 4]"
6,MT_HECVRP_C50_RC6_V5_6.json,3.2393138,0.33016490936279297,"[21 27 52 37 56 33  0 12 24 32 35 50  0 39 29 11 46  0 14 23 49 42 17  4
 16 40 31 20 44 43 41 34  6 53  0 45 13  7 25 38 51 48 28 18 54  0  0  9
 36 19  0  0 26 30 47 22  8  0 55 15 10  0  0  0]","[0 0 0 0 0 0 0 1 1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 3 4 0 0
 0 2 2 2 2 1 1 1 2 0 1 1 1 3 1 4 4 0 0 0 4 1 1 2 2 1 0]"
7,MT_HECVRP_C50_RC6_V5_7.json,2.8540962,0.3082857131958008,"[43 17 54 31 29 10  0 44 21 47 19 28  7 18  0 37 14 35  9 45 40  8 41 32
 22 15 39 51 11 25 46  0 36 38 52 13 23 33  0  6  0 27 16 50 42 24 34 53
 26 30 56  0 55 20 12 48 49  0  0  0]","[0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 2 4 4 4 4 4
 4 4 3 3 1 1 1 1 0 0 0 0 4 4 1 2 2 4 0 4 2 4 0]"
8,MT_HECVRP_C50_RC6_V5_8.json,2.9412682,0.31998181343078613,"[32 55 50 44  4  0 31 17 52 11  7 15  0 41 37 45 48 56 42 34 23 22 53 26
 47  8  5 24 36 20 25 33 38 49  0 51  0 19 30 18 39 29 14 54 28  9 21 13
 40 46 35 10  0 16 43 12  0  0  0  0 27  0]","[0 0 0 0 0 0 1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 2 2
 3 1 1 1 1 1 1 3 0 0 0 0 2 2 2 3 2 4 4 4 2 1 0 3 3]"
9,MT_HECVRP_C50_RC6_V5_9.json,2.621571,0.32278871536254883,"[47 18 21 30 25 55 41  4 14 43 26 11 16  1 28 42 15 48 49  0 31 17 10 50
 19 12 39 38 44  0 23 27  9 53 13 32 24  2  0  0 52 29 20  7 40 33 51  8
 35 45 46  0 37  0  0 22 34 36 56 54  0  0  0]","[0 0 0 0 0 0 0 0 1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 1 4 4 4 4 4 4 4
 3 0 4 3 0 0 3 0 2 2 3 2 4 4 3 2 2 4 0 1 1 1 2 2 1 0]"
