,name,cost,time,sequence,veh_list
0,MT_HECVRP_C10_RC3_V3_0.json,1.544729,0.38241076469421387,[ 4  6  9 12  8 10 11  7 13  5  0  0  0  0  0  0],[0 0 1 1 1 1 2 2 0 2 1 0 2 1 1 1]
1,MT_HECVRP_C10_RC3_V3_1.json,1.6313217,0.1125941276550293,[12 11  7  6  0  8  5 13  9 10  0  0  4  0  0],[2 2 0 0 0 1 1 1 1 2 2 1 0 0 1]
2,MT_HECVRP_C10_RC3_V3_2.json,1.4212482,0.1454317569732666,[ 9  6  0  5  8 11 13 10 12  4  0  7  0  0  0  0],[2 1 1 0 0 0 2 2 2 2 2 0 0 1 1 1]
3,MT_HECVRP_C10_RC3_V3_3.json,1.4754848,0.12331032752990723,[ 5  8 10 12  0 13  9  6 11  4  7  0  0  0  0],[1 1 2 2 2 0 0 0 1 1 1 0 1 2 2]
4,MT_HECVRP_C10_RC3_V3_4.json,1.4292777,0.11680030822753906,[10  9 12  8  6  4 13  5  7 11  0  0  0  0  0  0],[1 0 0 0 1 1 1 2 2 2 1 2 0 2 2 2]
5,MT_HECVRP_C10_RC3_V3_5.json,1.4095521,0.10163021087646484,[ 5  8  0 11  4 10  7 13  0 12  9  6  0  0],[2 2 2 1 1 0 0 0 0 1 1 1 1 0]
6,MT_HECVRP_C10_RC3_V3_6.json,1.2504334,0.11429548263549805,[10  9  4  8  7 11  6  0  5  0 13  0 12  0  0  0],[0 0 1 1 1 2 2 0 2 2 1 1 2 2 0 0]
7,MT_HECVRP_C10_RC3_V3_7.json,1.4382337,0.11118626594543457,[13  4 10  8  5 12  9  6 11  7  0  0  0  0  0],[1 1 1 2 2 0 0 1 1 0 2 1 0 0 0]
8,MT_HECVRP_C10_RC3_V3_8.json,1.3845206,0.11811470985412598,[ 6  9 12  7  0 13  4 11 10  8  5  0  0  0  0  0],[0 0 0 1 1 0 2 2 2 2 0 2 0 0 0 0]
9,MT_HECVRP_C10_RC3_V3_9.json,1.4918144,0.11568570137023926,[ 8 13 11  4  9 10  0 12  7  5  0  6  0  0  0  0],[2 2 1 1 1 1 1 0 2 0 0 2 2 1 1 1]
