Wall time,Step,Value
1767414211.9834409,0,4.002673625946045
1767414279.1064103,50,2.9992318153381348
1767414341.9726985,100,2.5965890884399414
1767414404.2421803,150,2.519178628921509
1767414465.556642,200,2.4544601440429688
1767414525.6780915,250,2.27657413482666
1767414585.359733,300,2.1406772136688232
1767414645.1254737,350,2.1085782051086426
1767414702.5125868,400,2.117966413497925
1767414760.2794273,450,2.060760974884033
1767414818.0797079,500,2.0317702293395996
1767414873.6174347,550,2.0078580379486084
1767414932.4157557,600,2.0059521198272705
1767414990.4878228,650,2.0363683700561523
1767415048.1650455,700,2.0384421348571777
1767415103.5853114,750,2.0082764625549316
1767415159.2383683,800,1.9957681894302368
1767415214.7937274,850,2.0199575424194336
1767415272.2706337,900,2.0347440242767334
1767415330.9788702,950,1.9774292707443237
1767415389.602838,1000,1.9869487285614014
1767415447.0567205,1050,1.9843065738677979
1767415503.473471,1100,1.9913936853408813
1767415560.106721,1150,1.9867479801177979
1767415619.1473627,1200,1.9866738319396973
1767415676.123716,1250,1.9923127889633179
1767415734.8581388,1300,1.9650858640670776
1767415792.8196888,1350,1.961376667022705
1767415851.1019323,1400,1.9628690481185913
1767415909.170832,1450,1.9737744331359863
1767415965.5308995,1500,1.9383257627487183
1767416023.4977283,1550,1.9372036457061768
1767416079.5877893,1600,1.973655343055725
1767416134.4469407,1650,1.945823073387146
1767416188.6775594,1700,1.9515321254730225
1767416245.1276011,1750,1.9358171224594116
1767416299.494092,1800,1.9739869832992554
1767416354.1101146,1850,1.9561465978622437
1767416409.9396718,1900,1.914469838142395
1767416466.8448517,1950,1.9188194274902344
1767416521.5568602,2000,1.9415334463119507
1767416575.962574,2050,1.956544280052185
1767416631.4336243,2100,1.8877155780792236
1767416687.3470173,2150,1.9347342252731323
1767416742.481353,2200,1.9233120679855347
1767416797.9731836,2250,1.9145658016204834
1767416853.2682033,2300,1.9156193733215332
1767416907.9933517,2350,1.9531729221343994
1767416962.6626868,2400,1.9436482191085815
1767417017.510658,2450,1.9176071882247925
1767417072.5099297,2500,1.9176654815673828
1767417130.3012302,2550,1.9190502166748047
1767417186.3252022,2600,1.9352984428405762
1767417244.1503732,2650,1.9160187244415283
1767417300.3357732,2700,1.9112739562988281
1767417356.0282485,2750,1.9189997911453247
1767417410.964863,2800,1.9337997436523438
1767417466.2837534,2850,1.9322959184646606
1767417521.633931,2900,1.92496657371521
1767417577.0411692,2950,1.9274928569793701
1767417632.2618709,3000,1.9182673692703247
1767417687.3637757,3050,1.925028920173645
1767417742.890797,3100,1.9175279140472412
1767417798.023658,3150,1.89921236038208
1767417853.1439407,3200,1.9133522510528564
1767417908.169468,3250,1.9069850444793701
1767417963.118407,3300,1.9021939039230347
1767418018.1409807,3350,1.929940104484558
1767418073.1945128,3400,1.9142117500305176
1767418127.5405138,3450,1.931882619857788
1767418182.1724403,3500,1.9138007164001465
1767418237.1590838,3550,1.8918122053146362
1767418291.6763794,3600,1.931295394897461
1767418346.8040268,3650,1.9140574932098389
1767418402.2716656,3700,1.9306256771087646
1767418459.5843146,3750,1.9104552268981934
1767418514.9141397,3800,1.93673574924469
1767418570.9046283,3850,1.902184009552002
1767418626.2998908,3900,1.919548511505127
1767418682.3683867,3950,1.9172745943069458
1767418736.1067362,4000,1.8932185173034668
1767418788.6345646,4050,1.911386489868164
1767418840.4391184,4100,1.8971550464630127
1767418893.9660757,4150,1.915212869644165
1767418946.7580006,4200,1.9015750885009766
1767418999.7465525,4250,1.9050997495651245
1767419056.7032406,4300,1.8958313465118408
1767419111.5157235,4350,1.8970310688018799
1767419163.7093203,4400,1.9059405326843262
1767419216.17598,4450,1.9197012186050415
1767419268.1774383,4500,1.9135286808013916
1767419322.0533822,4550,1.9020267724990845
1767419376.7817078,4600,1.9073631763458252
1767419429.4942834,4650,1.906240463256836
1767419481.9846935,4700,1.9132338762283325
1767419533.8471386,4750,1.9255104064941406
1767419586.235717,4800,1.8999083042144775
1767419638.9054613,4850,1.8984049558639526
1767419691.644562,4900,1.9100072383880615
1767419744.530047,4950,1.9237247705459595
1767419797.3085527,5000,1.9062604904174805
1767419850.3135648,5050,1.8941214084625244
1767419903.2338822,5100,1.9044342041015625
1767419956.0073872,5150,1.910601019859314
1767420010.3279755,5200,1.894495964050293
1767420066.4556234,5250,1.8985449075698853
1767420120.3156,5300,1.9007697105407715
1767420172.3731754,5350,1.9193322658538818
1767420224.529026,5400,1.8946030139923096
1767420277.7926052,5450,1.903368353843689
1767420330.1718302,5500,1.9059871435165405
1767420385.0785398,5550,1.9212756156921387
1767420438.5560281,5600,1.9071005582809448
1767420493.684022,5650,1.9004729986190796
1767420550.2141883,5700,1.8953649997711182
1767420604.6740928,5750,1.8798542022705078
1767420659.184902,5800,1.9032808542251587
1767420713.1875036,5850,1.8877460956573486
1767420768.1314461,5900,1.8874746561050415
1767420822.2738738,5950,1.8694572448730469
1767420876.245815,6000,1.8963861465454102
1767420930.5555758,6050,1.8504420518875122
1767420985.290085,6100,1.898336410522461
1767421041.7960823,6150,1.8840076923370361
1767421095.690484,6200,1.9030075073242188
1767421148.3982549,6250,1.9053467512130737
1767421200.6972015,6300,1.8802919387817383
1767421252.9363437,6350,1.879127025604248
1767421310.4894526,6400,1.8921701908111572
1767421367.2006679,6450,1.8721123933792114
1767421421.037183,6500,1.842380404472351
1767421474.5136175,6550,1.8855600357055664
1767421528.5417025,6600,1.857280969619751
1767421582.2522118,6650,1.8599803447723389
1767421635.7109492,6700,1.8664448261260986
1767421691.025197,6750,1.8585678339004517
1767421745.2673783,6800,1.8834712505340576
1767421800.1144512,6850,1.8650751113891602
1767421857.1480997,6900,1.8462274074554443
1767421914.2698536,6950,1.847984790802002
1767421970.1656485,7000,1.8827295303344727
1767422027.4024246,7050,1.8946428298950195
1767422083.908049,7100,1.8671629428863525
1767422140.5254169,7150,1.8469593524932861
1767422194.464295,7200,1.8610544204711914
1767422247.4659715,7250,1.847395420074463
1767422301.1876526,7300,1.8543100357055664
1767422357.131711,7350,1.8591768741607666
1767422409.7943158,7400,1.8641955852508545
1767422463.864387,7450,1.8405300378799438
1767422520.103149,7500,1.8475515842437744
1767422574.848392,7550,1.874171495437622
1767422628.958826,7600,1.8477684259414673
1767422681.7676167,7650,1.822428822517395
1767422734.6201992,7700,1.827082633972168
1767422789.85029,7750,1.8264529705047607
1767422845.5033817,7800,1.8672419786453247
1767422903.1560757,7850,1.8647363185882568
1767422961.950689,7900,1.8587722778320312
1767423016.0058136,7950,1.8596081733703613
1767423071.170556,8000,1.8436129093170166
1767423126.5884924,8050,1.8476738929748535
1767423180.623418,8100,1.8099945783615112
1767423234.7749124,8150,1.8346140384674072
1767423289.7930374,8200,1.8661994934082031
1767423346.1232827,8250,1.8435723781585693
1767423401.9481664,8300,1.8299956321716309
1767423457.9189932,8350,1.8070272207260132
1767423512.8226688,8400,1.821516990661621
1767423567.9445853,8450,1.8156306743621826
1767423621.6289153,8500,1.8257873058319092
1767423675.1896257,8550,1.82993483543396
1767423728.9060373,8600,1.8593469858169556
1767423782.9004943,8650,1.8341090679168701
1767423836.6884396,8700,1.81959867477417
1767423890.6884933,8750,1.8404872417449951
1767423945.1300025,8800,1.831426739692688
1767423999.3883176,8850,1.8129403591156006
1767424051.2003713,8900,1.8179171085357666
1767424102.2896094,8950,1.8355084657669067
1767424153.6125925,9000,1.8243106603622437
1767424206.6049953,9050,1.802247405052185
1767424259.941658,9100,1.816709041595459
1767424312.1872451,9150,1.8266024589538574
1767424364.4660885,9200,1.8274405002593994
1767424417.9688673,9250,1.826353907585144
1767424470.6896768,9300,1.8292346000671387
1767424523.0931542,9350,1.834626317024231
1767424574.6895945,9400,1.8463566303253174
1767424626.6553166,9450,1.8305385112762451
1767424678.7576683,9500,1.8320949077606201
1767424730.9729326,9550,1.84291410446167
1767424782.955536,9600,1.7954895496368408
1767424834.8709853,9650,1.7849571704864502
1767424886.8689616,9700,1.795109748840332
1767424940.0353177,9750,1.8200262784957886
1767424993.317139,9800,1.8174474239349365
1767425046.0876064,9850,1.8079485893249512
1767425098.1596136,9900,1.8126046657562256
1767425150.6441638,9950,1.840477466583252
1767425203.968199,10000,1.85040283203125
1767425256.6855924,10050,1.823888897895813
1767425309.470152,10100,1.8216320276260376
1767425361.4356592,10150,1.822784662246704
1767425415.208481,10200,1.826709508895874
1767425469.8772957,10250,1.8111438751220703
1767425524.1769197,10300,1.8024048805236816
1767425578.462431,10350,1.8191463947296143
1767425631.6429029,10400,1.8170877695083618
1767425684.7427254,10450,1.840984582901001
1767425737.294943,10500,1.7971712350845337
1767425790.1189802,10550,1.7917935848236084
1767425843.1390276,10600,1.820688009262085
1767425896.4902902,10650,1.8372571468353271
1767425949.3686285,10700,1.8390827178955078
1767426003.7958274,10750,1.8052796125411987
1767426057.5601256,10800,1.8009026050567627
1767426110.3481872,10850,1.8244102001190186
1767426163.1696427,10900,1.8129401206970215
1767426216.0033274,10950,1.8126623630523682
1767426268.7500439,11000,1.826761245727539
1767426320.9803083,11050,1.7658718824386597
1767426373.3687656,11100,1.8183579444885254
1767426426.261137,11150,1.8163423538208008
1767426479.2610486,11200,1.829329490661621
1767426531.5702186,11250,1.8486130237579346
1767426583.5263045,11300,1.794020175933838
1767426636.096146,11350,1.7825126647949219
1767426687.7938244,11400,1.7686705589294434
1767426739.744086,11450,1.7815630435943604
1767426792.012803,11500,1.8045694828033447
1767426843.9127538,11550,1.8145511150360107
1767426895.4666438,11600,1.8112270832061768
1767426946.6972735,11650,1.8101080656051636
1767426998.2836676,11700,1.8414838314056396
1767427049.6183903,11750,1.7918281555175781
1767427100.9803903,11800,1.7676329612731934
1767427152.4109638,11850,1.7840754985809326
1767427204.0734131,11900,1.8052401542663574
1767427255.6032996,11950,1.8196115493774414
1767427307.4069571,12000,1.818342685699463
1767427365.6364393,12050,1.8144475221633911
1767427443.1130433,12100,1.7877109050750732
1767427520.4028828,12150,1.8251283168792725
1767427596.7895706,12200,1.823850393295288
1767427677.5741608,12250,1.8003675937652588
1767427756.311372,12300,1.8183717727661133
1767427834.6005125,12350,1.814361810684204
1767427912.3175738,12400,1.806069254875183
1767427991.0753658,12450,1.8237881660461426
1767428069.9117975,12500,1.794756531715393
1767428146.1802273,12550,1.7777578830718994
1767428222.2326808,12600,1.796613335609436
1767428301.7671187,12650,1.7939262390136719
1767428381.0386431,12700,1.7842397689819336
1767428459.5847285,12750,1.8233585357666016
1767428537.5824473,12800,1.7918355464935303
1767428615.2859333,12850,1.795104742050171
1767428692.9524598,12900,1.8225854635238647
1767428770.4153783,12950,1.7997944355010986
1767428847.9993243,13000,1.8036456108093262
1767428926.9234598,13050,1.8107538223266602
1767429004.21042,13100,1.8169808387756348
1767429082.5896158,13150,1.8262449502944946
1767429159.8354144,13200,1.778259515762329
1767429237.3713405,13250,1.806552767753601
1767429314.8757467,13300,1.7887271642684937
1767429392.3460379,13350,1.778242826461792
1767429467.9591997,13400,1.773404598236084
1767429542.8077307,13450,1.813552975654602
1767429618.992814,13500,1.8023738861083984
1767429697.4085245,13550,1.8013778924942017
1767429774.8993344,13600,1.7980990409851074
1767429852.2658718,13650,1.7893075942993164
1767429929.446341,13700,1.8041126728057861
1767430007.0382469,13750,1.8146283626556396
1767430084.5269775,13800,1.8025505542755127
1767430161.9771225,13850,1.811672329902649
1767430240.794988,13900,1.829580307006836
1767430318.571004,13950,1.7876362800598145
1767430396.4320824,14000,1.8033095598220825
1767430475.752903,14050,1.7931795120239258
1767430554.6705627,14100,1.7900984287261963
1767430632.5776765,14150,1.7836731672286987
1767430709.869777,14200,1.7826621532440186
1767430787.2176483,14250,1.8011188507080078
1767430864.6639743,14300,1.8106207847595215
1767430943.1180375,14350,1.8136214017868042
1767431021.0823565,14400,1.8304308652877808
1767431098.7897677,14450,1.81179678440094
1767431179.6480286,14500,1.802238941192627
1767431255.4891136,14550,1.8028191328048706
1767431331.4995553,14600,1.7946832180023193
1767431407.1347709,14650,1.8326953649520874
1767431482.9628987,14700,1.8337215185165405
1767431557.6695008,14750,1.7715333700180054
1767431633.4296358,14800,1.7975552082061768
1767431708.1962678,14850,1.7946109771728516
1767431783.1213865,14900,1.7881264686584473
1767431858.4283774,14950,1.8046839237213135
1767431932.8701885,15000,1.7912957668304443
1767432008.0928779,15050,1.7825779914855957
1767432082.5658927,15100,1.7914206981658936
1767432157.5970538,15150,1.8209718465805054
1767432234.2167099,15200,1.8278226852416992
1767432309.3479898,15250,1.8084484338760376
1767432383.8458061,15300,1.804376244544983
1767432459.0628502,15350,1.8116507530212402
1767432534.1656344,15400,1.8136115074157715
1767432609.8177223,15450,1.8023196458816528
1767432684.6514475,15500,1.8057513236999512
1767432759.8317232,15550,1.813211441040039
1767432834.0274787,15600,1.7774319648742676
1767432908.9706335,15650,1.8034467697143555
1767432983.7048976,15700,1.798356294631958
1767433058.7549078,15750,1.8197460174560547
1767433133.677846,15800,1.791304588317871
1767433208.8036067,15850,1.7787810564041138
1767433283.5839832,15900,1.807448148727417
1767433358.1746786,15950,1.8375113010406494
1767433433.1864204,16000,1.7937803268432617
1767433508.2091422,16050,1.8030717372894287
1767433583.3940346,16100,1.8258579969406128
1767433658.4071958,16150,1.8194549083709717
1767433733.0530798,16200,1.7785909175872803
1767433808.336927,16250,1.8181720972061157
1767433889.313092,16300,1.803729772567749
1767433972.2267222,16350,1.7910284996032715
1767434055.5398474,16400,1.8124802112579346
1767434139.3531456,16450,1.7852809429168701
1767434222.2933683,16500,1.808931827545166
1767434303.4078999,16550,1.7760093212127686
1767434379.7791243,16600,1.8015496730804443
1767434455.820072,16650,1.7983624935150146
1767434532.2602105,16700,1.8167866468429565
1767434608.0976417,16750,1.7814589738845825
1767434684.113125,16800,1.804857611656189
1767434765.1756992,16850,1.8128225803375244
1767434848.738456,16900,1.8031823635101318
1767434928.4787436,16950,1.794365644454956
1767435006.3433707,17000,1.801794409751892
1767435084.0083747,17050,1.8153945207595825
1767435161.9204812,17100,1.7890338897705078
1767435239.0136626,17150,1.7870616912841797
1767435316.2491312,17200,1.7988070249557495
1767435393.5722225,17250,1.8018500804901123
1767435470.4681394,17300,1.7750399112701416
1767435547.9610372,17350,1.7958745956420898
1767435624.609617,17400,1.8055875301361084
1767435701.7337856,17450,1.8061226606369019
1767435778.521998,17500,1.7767562866210938
1767435855.942355,17550,1.8201797008514404
1767435935.0980864,17600,1.8076766729354858
1767436018.995733,17650,1.772018551826477
1767436101.7538245,17700,1.7809418439865112
1767436184.359583,17750,1.8001585006713867
1767436259.468493,17800,1.7919752597808838
1767436334.592851,17850,1.8217219114303589
1767436409.2564297,17900,1.7916032075881958
1767436483.863226,17950,1.7936298847198486
1767436558.4303777,18000,1.7923541069030762
1767436632.7006855,18050,1.8017358779907227
1767436707.9669795,18100,1.7722904682159424
1767436789.1888924,18150,1.8008049726486206
1767436869.570009,18200,1.7983189821243286
1767436923.6511507,18250,1.8170115947723389
1767436976.6642196,18300,1.7907575368881226
1767437030.0672026,18350,1.807793140411377
1767437083.4613836,18400,1.8042711019515991
1767437137.1618514,18450,1.784891128540039
1767437190.1705325,18500,1.8160407543182373
1767437243.8710558,18550,1.8220131397247314
1767437297.6064985,18600,1.7867755889892578
1767437351.703525,18650,1.815495491027832
1767437404.78603,18700,1.8012731075286865
1767437457.6303108,18750,1.780556082725525
1767437510.4331686,18800,1.8207676410675049
1767437563.955822,18850,1.7975056171417236
1767437618.1162653,18900,1.8074498176574707
1767437673.236703,18950,1.8051055669784546
1767437729.3622491,19000,1.8043937683105469
1767437782.589854,19050,1.7964509725570679
1767437836.1432507,19100,1.812847375869751
1767437889.8391893,19150,1.797037959098816
1767437943.0555463,19200,1.802632212638855
1767437998.488868,19250,1.8041019439697266
1767438053.428813,19300,1.7925485372543335
1767438106.1153374,19350,1.785403847694397
1767438160.461978,19400,1.7872557640075684
1767438213.898108,19450,1.7859971523284912
1767438266.959392,19500,1.787245512008667
1767438319.8272696,19550,1.8164294958114624
1767438373.1637623,19600,1.786585807800293
1767438427.0616722,19650,1.8000590801239014
1767438480.876178,19700,1.7773611545562744
1767438533.8655863,19750,1.7699965238571167
1767438586.5104809,19800,1.8324079513549805
1767438642.5530972,19850,1.7954020500183105
1767438695.7338889,19900,1.7921984195709229
1767438749.3383942,19950,1.7804028987884521
1767438803.0032756,20000,1.7664064168930054
1767438856.6005116,20050,1.7981932163238525
1767438909.6893241,20100,1.784649133682251
1767438963.5222843,20150,1.7975517511367798
1767439016.9286792,20200,1.7924652099609375
1767439070.598005,20250,1.791666865348816
1767439123.4906101,20300,1.8225376605987549
1767439176.3026454,20350,1.7995407581329346
1767439229.0792537,20400,1.7861942052841187
1767439282.0262291,20450,1.7987329959869385
1767439335.253056,20500,1.7890417575836182
1767439388.7083988,20550,1.7908110618591309
1767439442.3384266,20600,1.8120815753936768
1767439494.7964578,20650,1.7857661247253418
1767439546.9928808,20700,1.7892494201660156
1767439599.8370092,20750,1.7960275411605835
1767439652.5859807,20800,1.7806823253631592
1767439705.1939387,20850,1.7830243110656738
1767439758.3226228,20900,1.7924861907958984
1767439811.5049872,20950,1.766172170639038
1767439865.170455,21000,1.7953667640686035
1767439918.2411516,21050,1.8443818092346191
1767439971.0856404,21100,1.8100802898406982
1767440024.0100973,21150,1.7736419439315796
1767440077.520825,21200,1.8054673671722412
1767440130.7402515,21250,1.7840430736541748
1767440185.264487,21300,1.8086864948272705
1767440239.9785707,21350,1.8124516010284424
1767440294.1155188,21400,1.7777280807495117
1767440348.410955,21450,1.7964937686920166
1767440401.5297089,21500,1.7894580364227295
1767440453.8418267,21550,1.7901318073272705
1767440511.2796433,21600,1.816157579421997
1767440565.525347,21650,1.8058650493621826
1767440619.5856209,21700,1.779388427734375
1767440673.956346,21750,1.8113477230072021
1767440727.8751118,21800,1.7999639511108398
1767440781.6791785,21850,1.8066734075546265
1767440836.1836133,21900,1.790661096572876
1767440890.5456488,21950,1.8124053478240967
1767440944.7704878,22000,1.8024511337280273
1767440997.033363,22050,1.781545639038086
1767441049.741423,22100,1.7904126644134521
1767441101.9246483,22150,1.8008077144622803
1767441154.202731,22200,1.8100630044937134
1767441206.5525904,22250,1.7884207963943481
1767441261.333867,22300,1.8004076480865479
1767441316.966347,22350,1.81292724609375
1767441371.7245514,22400,1.7981808185577393
1767441425.0326712,22450,1.7935614585876465
1767441477.081163,22500,1.7706027030944824
1767441529.0908258,22550,1.797324538230896
1767441581.0644152,22600,1.7757073640823364
1767441633.3367968,22650,1.774266242980957
1767441684.802998,22700,1.811169981956482
1767441736.6075585,22750,1.8076112270355225
1767441789.0294714,22800,1.801587700843811
1767441841.115115,22850,1.8063135147094727
1767441893.7521393,22900,1.7864168882369995
1767441947.6705227,22950,1.8069379329681396
1767441999.8773966,23000,1.7946257591247559
1767442051.9279869,23050,1.8006025552749634
1767442104.3677049,23100,1.827039122581482
1767442157.3724346,23150,1.7993299961090088
1767442209.136766,23200,1.777125358581543
1767442261.4122524,23250,1.7968230247497559
1767442314.3980627,23300,1.8055524826049805
1767442366.3303125,23350,1.796989917755127
1767442419.5015314,23400,1.8129823207855225
1767442472.5691204,23450,1.761438250541687
1767442524.4247377,23500,1.8243727684020996
1767442577.9743192,23550,1.7856647968292236
1767442629.901156,23600,1.8221639394760132
1767442682.7306304,23650,1.784036636352539
1767442735.6713245,23700,1.8058727979660034
1767442787.818286,23750,1.7772713899612427
1767442840.172069,23800,1.7877286672592163
1767442892.19808,23850,1.7902674674987793
1767442943.9829443,23900,1.7934486865997314
1767442996.2510118,23950,1.8118422031402588
1767443047.8398533,24000,1.786020040512085
1767443099.2930381,24050,1.818075180053711
1767443150.925439,24100,1.8182554244995117
1767443203.0038493,24150,1.7761409282684326
1767443254.8246434,24200,1.7879399061203003
1767443306.7290673,24250,1.7710862159729004
1767443359.2648134,24300,1.8048405647277832
1767443411.4726195,24350,1.8070380687713623
1767443463.644645,24400,1.8071632385253906
1767443516.1565378,24450,1.7855634689331055
1767443568.0028443,24500,1.7999083995819092
1767443620.2657337,24550,1.8042060136795044
1767443671.590629,24600,1.7930516004562378
1767443723.6746993,24650,1.7971854209899902
1767443775.2959783,24700,1.7967756986618042
1767443827.181179,24750,1.8114343881607056
1767443879.3027036,24800,1.7647264003753662
1767443932.684391,24850,1.803858995437622
1767443985.552824,24900,1.784696102142334
1767444038.4594164,24950,1.8007053136825562
