,name,cost,time,sequence,veh_list
0,MT_HECVRP_C20_RC3_V3_0.json,2.2412224,1.8776745796203613,"[18  5  0 13 17  6 22  4 23  7 15 11 16 20  0 10 19  8  0 12 21 14  9  0
  0  0  0  0]",[0 0 0 2 2 2 2 2 2 1 1 1 1 1 1 0 0 0 2 0 1 1 1 1 0 2 2 2]
1,MT_HECVRP_C20_RC3_V3_1.json,2.081189,1.7998647689819336,"[23  4 12 10 13  0  9 18 22  6  0 15 11 16  2 21  8  5 20  0 17  7  0 19
  0 14  0  0  0  0]",[1 1 1 1 1 1 0 0 0 0 0 2 2 2 2 2 2 2 1 2 1 1 1 0 0 1 1 1 1 1]
2,MT_HECVRP_C20_RC3_V3_2.json,2.255733,1.6066579818725586,"[ 9  4 11 23 19  0 12  0 17  6  8 10  0 14 16 13 18  0 20 21  5 22  7 15
  0  0  0  0]",[2 2 2 2 2 2 1 1 0 0 0 0 0 1 1 1 1 1 0 0 0 2 2 2 2 0 1 1]
3,MT_HECVRP_C20_RC3_V3_3.json,2.389953,1.724630355834961,"[17 23 15 16 22  1 14 20  6  0  9  4 21  8  0 11  7 13  5  0 19 10 12 18
  0  0  0  0  0]",[1 1 1 1 1 1 2 2 2 2 0 0 0 0 0 1 1 0 0 1 0 0 2 2 2 0 1 1 1]
4,MT_HECVRP_C20_RC3_V3_4.json,2.2212741,1.611065149307251,"[ 4 23 14 19 15 18 20  3 13  7 22 16  9  5 21 10 11  6  0  2  0  0  8 17
  0 12  0  0]",[2 2 2 2 2 2 2 2 0 0 0 0 0 0 1 1 1 1 1 0 0 2 1 1 1 0 0 0]
5,MT_HECVRP_C20_RC3_V3_5.json,2.4824061,1.7033214569091797,"[ 6 21 15  8 13 10  0 16 19 20  0  9 14  4 23 22 11  5  7  0  0  0 12 18
 17  0  0  0  0  0]",[2 2 2 2 1 1 1 0 0 0 0 2 1 1 1 1 1 0 0 2 1 0 2 2 2 2 2 2 2 2]
6,MT_HECVRP_C20_RC3_V3_6.json,2.5161712,1.6740810871124268,"[ 7  9 20  8 17  6 18  2 22  4 12 16 13 15 10  5  0  0 21 23  0 11 14  0
 19  0  0  0  0]",[2 2 2 2 2 2 2 2 1 1 1 1 1 0 0 0 0 1 0 0 2 1 1 0 2 2 1 2 2]
7,MT_HECVRP_C20_RC3_V3_7.json,2.2777553,1.6124451160430908,"[ 6  5 10 18  4  0 17 13 19 14  8 16 12  0  1 23 15  7 20 21 11 22  0  0
  0  9  0  0]",[1 1 1 1 1 1 2 2 2 2 2 0 0 0 2 1 1 1 0 0 2 2 0 1 2 2 2 1]
8,MT_HECVRP_C20_RC3_V3_8.json,2.1676812,1.6108005046844482,"[ 8 11 18 15  5  0 23 19  9 10  1 12 16  7  6 13 14 20  0  0 22  4  0 21
  0 17  0  0]",[1 1 1 1 1 1 0 0 0 0 0 2 2 2 2 2 0 0 2 0 1 1 1 2 2 2 2 2]
9,MT_HECVRP_C20_RC3_V3_9.json,2.0420916,1.6852295398712158,"[12 21 11 19 23 22 10  9 15  8 20 13 17  0  0  0 16  4  5  7 18  6  0  0
 14  0  0  0  0]",[2 2 2 2 1 1 1 1 1 1 0 0 0 0 2 1 0 0 0 1 1 2 2 1 2 2 0 2 2]
